Gender,Age,Academic Pressure,CGPA,Study Satisfaction,Sleep Duration,Dietary Habits,Have you ever had suicidal thoughts ?,Work/Study Hours,Financial Stress,Family History of Mental Illness,Depression
1,0.0,0.8,0.3360160965794769,1.0,2,1,1,0.41666666666666663,0.75,1,1
1,0.0,0.4,0.23742454728370216,0.6000000000000001,0,3,1,0.3333333333333333,0.25,0,1
1,0.14285714285714293,0.2,0.4466800804828973,0.2,2,0,1,0.5833333333333333,0.25,0,0
0,0.6190476190476191,0.2,0.16901408450704222,0.6000000000000001,1,0,0,0.6666666666666666,0.75,1,0
1,0.14285714285714293,0.2,0.6056338028169012,0.6000000000000001,3,0,0,0.0,0.5,1,0
0,0.3333333333333334,0.2,0.2696177062374245,0.6000000000000001,1,1,1,0.16666666666666666,0.25,0,0
0,0.14285714285714293,1.0,0.9436619718309858,0.4,0,1,1,0.0,0.75,1,1
1,0.4761904761904763,1.0,0.17102615694164977,0.6000000000000001,1,3,1,0.75,0.0,1,0
1,0.4761904761904763,0.2,0.9114688128772634,0.4,1,3,0,0.5,0.5,0,0
1,0.3333333333333334,0.6000000000000001,0.2977867203219315,0.8,1,3,1,0.25,0.75,0,1
0,0.09523809523809526,0.6000000000000001,0.3943661971830986,0.4,1,1,1,0.9166666666666666,1.0,1,1
1,0.23809523809523808,0.4,0.21529175050301802,0.8,0,3,1,0.8333333333333333,0.0,1,0
1,0.047619047619047575,0.2,0.0422535211267605,0.6000000000000001,0,0,1,0.16666666666666666,0.0,0,0
0,0.7142857142857144,0.8,0.8410462776659959,0.2,2,3,1,0.8333333333333333,1.0,1,1
0,0.23809523809523808,0.2,0.567404426559356,0.8,3,3,0,1.0,1.0,0,0
1,0.1904761904761904,0.2,0.9859154929577463,0.2,1,3,0,0.8333333333333333,0.0,0,0
0,0.047619047619047575,0.4,0.386317907444668,0.4,2,0,1,0.16666666666666666,0.5,1,0
0,0.5714285714285714,0.2,0.16700201207243467,0.6000000000000001,2,0,0,0.08333333333333333,0.75,1,0
1,0.14285714285714293,0.6000000000000001,0.4044265593561368,0.6000000000000001,2,3,0,0.08333333333333333,1.0,1,0
0,0.047619047619047575,1.0,0.3943661971830986,1.0,3,0,1,0.0,0.75,1,1
1,0.23809523809523808,0.6000000000000001,0.5814889336016095,0.6000000000000001,2,1,0,0.8333333333333333,0.75,1,0
0,0.23809523809523808,1.0,0.9315895372233398,0.2,1,0,1,1.0,1.0,1,1
0,0.0,0.6000000000000001,0.13480885311871235,1.0,0,3,1,0.9166666666666666,0.75,0,1
1,0.4761904761904763,0.8,0.7867203219315893,0.2,1,3,1,1.0,0.0,1,1
1,0.28571428571428575,0.4,0.6056338028169012,0.6000000000000001,0,3,0,0.6666666666666666,0.0,0,0
0,0.7142857142857144,0.2,0.9416498993963782,0.2,3,0,1,0.41666666666666663,0.25,0,0
0,0.09523809523809526,0.6000000000000001,0.6056338028169012,0.4,0,1,1,0.5833333333333333,0.5,0,1
1,0.23809523809523808,1.0,0.5714285714285713,0.2,1,1,1,0.9166666666666666,0.75,1,1
1,0.23809523809523808,1.0,0.14285714285714277,0.2,0,0,1,0.9166666666666666,0.75,1,1
0,0.28571428571428575,0.6000000000000001,0.11468812877263576,0.2,2,0,1,0.75,0.25,0,1
1,0.3333333333333334,1.0,0.8410462776659959,0.2,0,3,0,0.5833333333333333,0.5,1,0
0,0.28571428571428575,0.8,0.5774647887323944,0.6000000000000001,0,1,1,0.25,1.0,0,1
0,0.28571428571428575,0.6000000000000001,0.08651911468812877,0.8,1,1,1,0.8333333333333333,1.0,0,1
1,0.6190476190476191,0.2,0.3541247484909457,1.0,3,3,1,0.0,0.5,1,0
1,0.09523809523809526,1.0,0.7384305835010058,0.8,2,3,1,0.3333333333333333,1.0,1,1
1,0.14285714285714293,0.4,0.47283702213279677,1.0,2,0,1,0.16666666666666666,1.0,0,1
1,0.3333333333333334,0.2,0.698189134808853,0.6000000000000001,1,1,1,0.9166666666666666,0.75,1,0
1,0.047619047619047575,0.4,0.414486921529175,0.8,1,0,0,0.9166666666666666,0.0,1,0
0,0.7619047619047622,0.6000000000000001,0.9637826961770624,0.6000000000000001,3,0,1,1.0,1.0,0,0
1,0.28571428571428575,0.2,0.7766599597585513,0.8,0,0,0,0.8333333333333333,0.25,0,0
1,0.7142857142857144,1.0,0.585513078470825,0.6000000000000001,2,1,0,0.6666666666666666,0.0,0,0
1,0.6666666666666667,0.6000000000000001,0.8209255533199191,1.0,1,1,1,0.41666666666666663,1.0,1,1
1,0.0,0.6000000000000001,0.3460764587525151,0.8,1,1,1,0.5,0.75,0,1
0,0.6190476190476191,0.2,0.5030181086519113,0.8,2,3,1,0.5833333333333333,0.0,1,0
0,0.3333333333333334,0.6000000000000001,0.8973843058350099,1.0,1,0,0,0.75,0.25,0,0
1,0.09523809523809526,0.2,0.8008048289738428,0.8,0,3,0,0.25,0.5,0,0
1,0.6190476190476191,0.4,0.5251509054325955,0.2,1,3,0,0.0,0.0,1,0
1,0.28571428571428575,1.0,0.04828973843058336,0.2,1,3,1,0.5,0.5,1,1
1,0.28571428571428575,1.0,0.7464788732394366,0.4,2,3,1,0.6666666666666666,0.75,0,1
0,0.23809523809523808,1.0,0.19517102615694165,0.4,0,0,0,0.0,0.5,1,1
0,0.3333333333333334,0.4,0.8873239436619715,0.2,3,1,1,0.5833333333333333,0.5,1,1
1,0.3333333333333334,0.4,0.14486921529175054,0.6000000000000001,3,3,1,0.41666666666666663,1.0,1,1
0,0.3333333333333334,0.2,0.498993963782696,0.4,3,1,1,0.5833333333333333,0.0,1,0
0,0.4761904761904763,0.4,0.2696177062374245,0.2,0,3,1,0.3333333333333333,1.0,0,1
0,0.09523809523809526,0.8,0.386317907444668,0.8,3,3,1,1.0,1.0,0,1
0,0.28571428571428575,0.2,0.41649899396378254,1.0,2,1,1,0.5,1.0,0,1
1,0.23809523809523808,0.2,0.9315895372233398,0.8,0,1,0,1.0,0.5,0,0
1,0.047619047619047575,0.6000000000000001,0.8088531187122736,0.2,3,1,0,0.08333333333333333,1.0,0,1
0,0.28571428571428575,0.6000000000000001,0.27162977867203203,0.6000000000000001,2,0,0,0.9166666666666666,0.75,1,1
0,0.7619047619047622,0.4,0.698189134808853,1.0,3,3,0,0.08333333333333333,0.25,1,0
0,0.3333333333333334,0.4,0.414486921529175,0.8,0,0,0,0.6666666666666666,0.75,1,0
1,0.4761904761904763,0.2,0.7927565392354123,0.4,1,3,0,0.25,0.75,0,0
0,0.4285714285714286,0.6000000000000001,0.7887323943661968,0.2,3,0,1,0.3333333333333333,0.75,1,1
1,0.1904761904761904,0.4,0.9758551307847083,0.8,3,0,0,0.0,0.25,1,0
1,0.4285714285714286,0.8,0.3460764587525151,0.2,0,0,1,0.8333333333333333,0.75,0,0
0,0.7619047619047622,0.6000000000000001,0.058350100603621766,0.6000000000000001,1,3,1,0.5833333333333333,0.75,1,1
1,0.1904761904761904,0.8,0.2494969818913479,0.8,0,1,1,0.8333333333333333,0.5,0,1
1,0.23809523809523808,0.6000000000000001,0.5372233400402414,0.4,3,3,0,0.9166666666666666,0.5,1,0
1,0.28571428571428575,0.6000000000000001,0.9315895372233398,0.2,2,0,1,0.75,0.0,1,1
1,0.14285714285714293,1.0,0.6177062374245471,0.2,3,1,1,0.75,0.5,0,1
1,0.38095238095238115,0.8,0.9175050301810863,0.4,2,3,0,0.9166666666666666,1.0,1,1
0,0.28571428571428575,1.0,0.7907444668008048,0.2,0,1,1,1.0,1.0,0,1
1,0.7619047619047622,0.4,0.498993963782696,1.0,2,1,0,0.5833333333333333,0.0,1,0
0,0.523809523809524,1.0,0.058350100603621766,0.2,2,3,0,0.9166666666666666,0.0,1,0
1,0.7142857142857144,0.2,0.7887323943661968,0.6000000000000001,0,3,1,0.8333333333333333,0.5,0,1
1,0.14285714285714293,0.2,0.698189134808853,0.6000000000000001,0,0,1,0.8333333333333333,0.5,1,1
0,0.7142857142857144,0.4,0.09657947686116694,1.0,2,3,1,1.0,0.0,0,1
1,0.4761904761904763,0.8,0.48289738430583495,0.4,3,0,1,0.5,1.0,1,1
1,0.4285714285714286,0.4,0.7565392354124745,0.2,0,3,1,0.6666666666666666,0.75,0,1
1,0.7142857142857144,0.4,0.9899396378269616,0.8,2,1,0,0.0,0.25,0,0
0,0.0,1.0,0.957746478873239,1.0,2,3,1,0.8333333333333333,1.0,1,1
0,0.09523809523809526,1.0,0.06841046277665995,0.8,2,1,1,1.0,0.5,1,1
0,0.047619047619047575,0.6000000000000001,0.3682092555331992,0.8,2,3,1,1.0,0.5,1,1
1,0.6666666666666667,0.4,0.6619718309859154,0.2,2,3,1,1.0,0.75,0,1
1,0.6666666666666667,0.6000000000000001,0.09657947686116694,0.4,1,1,1,0.5833333333333333,0.75,1,1
1,0.7142857142857144,0.6000000000000001,0.9476861167002011,0.2,2,0,0,0.41666666666666663,0.0,1,0
0,0.23809523809523808,1.0,0.12676056338028172,0.2,2,3,1,0.9166666666666666,0.75,0,1
1,0.28571428571428575,0.6000000000000001,0.49295774647887314,0.8,2,3,1,0.8333333333333333,0.75,1,1
0,0.09523809523809526,0.8,0.7766599597585513,0.6000000000000001,3,3,1,0.5,0.75,0,1
0,0.28571428571428575,1.0,0.6438631790744468,0.4,2,1,1,0.3333333333333333,0.5,1,1
1,0.1904761904761904,1.0,0.76056338028169,0.2,2,3,0,0.6666666666666666,0.0,1,1
1,0.38095238095238115,1.0,0.20120724346076452,0.8,3,3,0,0.9166666666666666,0.25,0,0
0,0.0,1.0,0.8873239436619715,0.8,3,3,1,0.25,1.0,0,1
1,0.38095238095238115,0.6000000000000001,0.4466800804828973,0.6000000000000001,1,3,0,0.75,1.0,0,0
1,0.7142857142857144,0.2,0.10663983903420513,0.2,3,3,0,0.75,0.5,0,0
0,0.047619047619047575,0.6000000000000001,0.1307847082494968,0.2,0,1,1,0.8333333333333333,1.0,1,0
1,0.38095238095238115,0.6000000000000001,0.022132796780684135,0.6000000000000001,1,0,0,1.0,0.0,0,0
0,0.7619047619047622,0.6000000000000001,0.5191146881287726,0.4,2,1,1,0.25,0.75,0,0
0,0.1904761904761904,0.2,0.22937625754527152,0.8,1,0,0,0.8333333333333333,1.0,0,1
0,0.4761904761904763,0.4,0.6317907444668006,0.6000000000000001,2,3,0,0.5833333333333333,0.75,1,1
1,0.6190476190476191,1.0,0.9738430583501003,1.0,2,3,0,1.0,0.25,0,0
0,0.0,0.6000000000000001,0.9718309859154928,0.8,3,0,1,0.75,0.25,0,1
1,0.6666666666666667,0.4,0.8410462776659959,0.6000000000000001,0,3,1,0.0,1.0,1,1
0,0.047619047619047575,0.6000000000000001,0.08651911468812877,0.8,3,3,1,0.9166666666666666,1.0,0,1
1,0.09523809523809526,1.0,0.7907444668008048,0.4,3,3,1,0.08333333333333333,0.5,0,1
1,0.4761904761904763,0.4,0.585513078470825,0.4,0,3,1,0.16666666666666666,1.0,1,1
1,0.047619047619047575,0.4,0.7142857142857143,0.8,2,0,1,0.8333333333333333,0.75,0,1
1,0.7619047619047622,0.6000000000000001,0.698189134808853,0.2,3,1,0,0.25,0.0,0,0
1,0.09523809523809526,0.6000000000000001,0.7464788732394366,1.0,2,3,1,0.5,0.25,0,1
1,0.0,0.2,0.022132796780684135,1.0,3,1,0,1.0,0.25,0,0
0,0.523809523809524,0.6000000000000001,0.7484909456740442,1.0,1,1,0,0.8333333333333333,1.0,0,1
1,0.28571428571428575,0.2,0.9416498993963782,0.8,2,1,0,0.08333333333333333,0.0,0,0
1,0.7142857142857144,0.8,0.4466800804828973,0.6000000000000001,0,0,1,0.08333333333333333,1.0,0,0
1,0.7619047619047622,0.2,0.22736418511066397,0.8,2,1,1,0.8333333333333333,0.75,0,0
0,0.523809523809524,0.2,0.8993963782696175,0.4,1,1,0,0.75,0.25,0,0
1,0.4285714285714286,0.8,0.5955734406438632,0.4,0,3,1,0.8333333333333333,0.25,1,1
0,0.6190476190476191,0.6000000000000001,0.9718309859154928,0.4,2,3,1,0.75,0.0,1,1
1,0.5714285714285714,1.0,0.12877263581488926,0.6000000000000001,2,1,1,0.3333333333333333,0.0,0,1
0,0.6190476190476191,0.8,0.7826961770623742,0.4,2,1,0,0.6666666666666666,0.25,0,0
1,0.38095238095238115,0.4,0.23340040241448684,1.0,0,0,1,1.0,0.5,1,0
1,0.14285714285714293,0.8,0.14688128772635808,0.2,2,3,1,0.75,0.75,1,1
0,0.7619047619047622,0.6000000000000001,0.1750503018108653,0.6000000000000001,2,1,1,0.25,0.0,0,0
1,0.28571428571428575,0.2,0.14285714285714277,0.4,3,1,0,0.9166666666666666,0.0,0,0
1,0.14285714285714293,0.6000000000000001,0.6056338028169012,0.4,0,3,1,0.75,0.5,1,1
0,0.6190476190476191,1.0,0.2454728370221328,0.4,0,3,1,0.75,0.5,0,1
1,0.09523809523809526,1.0,0.01609657947686127,0.8,3,3,1,0.9166666666666666,1.0,0,1
1,0.7619047619047622,0.8,0.585513078470825,0.6000000000000001,0,1,0,1.0,0.0,0,0
0,0.5714285714285714,0.8,0.11066398390342044,1.0,2,0,1,0.3333333333333333,0.5,1,1
1,0.5714285714285714,0.2,0.12474849094567417,1.0,1,3,1,1.0,0.75,1,0
1,0.09523809523809526,1.0,0.9436619718309858,0.2,0,0,1,0.9166666666666666,0.25,0,1
0,0.1904761904761904,0.2,0.9778672032193159,0.2,1,1,1,1.0,0.5,1,0
1,0.0,1.0,0.06841046277665995,0.8,3,0,1,0.75,0.25,1,1
0,0.4285714285714286,0.6000000000000001,0.11267605633802821,0.8,2,0,1,0.5,1.0,1,1
1,0.38095238095238115,1.0,0.06841046277665995,0.6000000000000001,1,1,1,0.8333333333333333,0.25,1,1
1,0.28571428571428575,1.0,0.13480885311871235,1.0,1,0,1,0.41666666666666663,0.5,1,1
0,0.4761904761904763,0.4,0.7887323943661968,0.8,0,0,1,0.16666666666666666,1.0,1,1
0,0.28571428571428575,0.6000000000000001,0.7464788732394366,0.4,1,3,1,0.0,0.75,1,1
0,0.6666666666666667,0.2,0.6036217303822936,0.6000000000000001,0,3,1,0.3333333333333333,0.75,0,1
0,0.14285714285714293,1.0,0.14486921529175054,0.2,1,0,1,0.9166666666666666,0.75,0,1
1,0.047619047619047575,0.6000000000000001,0.3179074446680081,1.0,1,1,0,1.0,0.0,1,0
0,0.28571428571428575,0.4,0.8812877263581487,0.8,1,1,0,0.9166666666666666,0.0,1,0
0,0.38095238095238115,0.2,0.1307847082494968,0.8,1,0,0,0.6666666666666666,1.0,0,0
0,0.09523809523809526,0.4,0.7263581488933603,0.6000000000000001,3,3,0,0.3333333333333333,0.5,1,0
1,0.047619047619047575,0.6000000000000001,0.4386317907444667,1.0,2,1,1,0.6666666666666666,0.5,1,1
1,0.6666666666666667,0.8,0.5814889336016095,0.4,3,1,1,0.5833333333333333,0.25,0,0
0,0.23809523809523808,1.0,0.14285714285714277,0.4,0,1,1,0.16666666666666666,0.5,0,0
0,0.23809523809523808,0.8,0.6539235412474848,0.2,2,1,1,0.8333333333333333,0.5,0,1
1,0.523809523809524,0.6000000000000001,0.7162977867203218,0.4,1,1,0,0.6666666666666666,1.0,1,1
0,0.523809523809524,0.6000000000000001,0.2032193158953723,0.8,1,1,0,0.6666666666666666,0.25,1,0
0,0.4285714285714286,0.2,0.8249496981891349,0.4,1,3,1,0.3333333333333333,0.75,0,0
0,0.7142857142857144,1.0,0.613682092555332,0.8,3,1,0,0.75,0.0,1,1
0,0.7142857142857144,0.4,0.698189134808853,0.2,3,3,1,0.6666666666666666,0.25,1,1
1,0.6190476190476191,0.8,0.6740442655935613,1.0,2,1,0,1.0,0.25,0,0
1,0.3333333333333334,0.8,0.8873239436619715,0.8,1,1,1,0.8333333333333333,1.0,1,1
0,0.523809523809524,0.2,0.9919517102615694,1.0,2,0,0,0.5,0.75,1,0
0,0.0,0.8,0.6056338028169012,0.8,3,0,1,0.9166666666666666,0.75,1,1
0,0.0,0.2,0.018108651911468817,1.0,1,0,1,0.5833333333333333,0.75,1,0
1,0.1904761904761904,0.2,0.5251509054325955,0.6000000000000001,2,1,1,0.9166666666666666,0.75,0,1
1,0.28571428571428575,1.0,0.6056338028169012,0.2,0,1,1,0.41666666666666663,0.75,1,1
1,0.28571428571428575,0.6000000000000001,0.8873239436619715,1.0,1,3,1,0.9166666666666666,1.0,0,1
1,0.5714285714285714,0.8,0.6680080482897383,1.0,1,3,0,0.9166666666666666,0.25,1,0
1,0.7142857142857144,0.6000000000000001,0.41046277665995967,1.0,0,1,0,0.5833333333333333,0.0,1,0
1,0.7619047619047622,0.2,0.9195171026156939,0.6000000000000001,3,0,0,0.6666666666666666,0.5,1,0
1,0.6666666666666667,0.8,0.2112676056338027,0.2,1,1,1,0.5833333333333333,0.0,0,1
1,0.7142857142857144,0.4,0.9074446680080479,0.6000000000000001,1,0,0,0.9166666666666666,0.75,1,0
0,0.09523809523809526,1.0,0.22937625754527152,0.4,3,0,1,0.5833333333333333,1.0,1,1
0,0.3333333333333334,0.4,0.9899396378269616,0.2,3,3,1,0.8333333333333333,1.0,0,1
1,0.28571428571428575,1.0,0.8088531187122736,0.4,1,0,1,0.6666666666666666,0.75,1,1
1,0.23809523809523808,0.8,0.8470824949698188,0.4,2,0,1,0.5833333333333333,0.25,0,1
0,0.5714285714285714,0.2,0.7062374245472834,0.6000000000000001,2,1,0,1.0,0.0,1,0
0,1.0,1.0,0.2977867203219315,0.8,1,1,1,0.5833333333333333,0.25,0,1
1,0.1904761904761904,0.2,0.4466800804828973,1.0,1,3,1,0.75,1.0,1,1
1,0.23809523809523808,1.0,0.7545271629778669,0.2,0,3,1,0.5,0.5,1,1
1,0.6190476190476191,0.2,0.9416498993963782,0.2,3,1,1,0.16666666666666666,0.5,1,1
1,0.09523809523809526,0.2,0.6237424547283702,0.2,2,3,0,0.8333333333333333,0.0,1,0
1,0.09523809523809526,0.4,0.7847082494969817,0.4,0,3,1,0.8333333333333333,1.0,1,1
1,0.6666666666666667,1.0,0.9315895372233398,0.2,0,3,1,0.3333333333333333,0.75,0,1
0,0.1904761904761904,0.8,0.10663983903420513,0.4,2,3,1,0.6666666666666666,0.75,0,1
0,0.4285714285714286,0.6000000000000001,0.7806841046277664,0.2,2,3,0,0.5833333333333333,0.0,0,0
0,0.0,0.6000000000000001,0.22736418511066397,1.0,1,1,1,0.41666666666666663,0.75,1,0
0,0.4761904761904763,0.8,0.8068410462776656,0.4,1,1,1,0.16666666666666666,0.0,0,1
0,0.1904761904761904,0.6000000000000001,0.36217303822937613,0.2,2,0,1,0.3333333333333333,1.0,0,1
0,0.09523809523809526,1.0,0.5372233400402414,0.2,1,3,1,0.75,0.5,0,1
1,0.09523809523809526,0.6000000000000001,0.12877263581488926,0.4,3,3,1,1.0,1.0,0,1
1,0.5714285714285714,0.2,0.2977867203219315,0.6000000000000001,1,3,0,0.5833333333333333,0.25,1,0
1,0.0,0.2,0.23742454728370216,1.0,3,1,0,0.5,0.75,1,0
0,0.38095238095238115,0.8,0.6539235412474848,0.6000000000000001,1,3,1,0.8333333333333333,0.0,0,1
1,0.7619047619047622,0.2,0.9476861167002011,0.6000000000000001,3,1,0,1.0,0.0,0,0
1,0.09523809523809526,1.0,0.9195171026156939,1.0,1,0,1,1.0,0.5,0,1
1,0.09523809523809526,0.4,0.2454728370221328,0.6000000000000001,0,3,1,0.16666666666666666,0.0,0,0
0,0.7142857142857144,0.6000000000000001,0.41649899396378254,0.8,3,0,0,0.5,0.5,0,0
0,0.09523809523809526,0.6000000000000001,0.1649899396378269,0.4,1,3,0,0.6666666666666666,1.0,1,1
0,0.4761904761904763,0.4,0.8470824949698188,1.0,1,1,1,0.3333333333333333,0.75,0,1
0,0.38095238095238115,0.8,0.545271629778672,0.2,2,1,1,0.0,1.0,1,1
1,0.3333333333333334,0.6000000000000001,0.2776659959758551,0.6000000000000001,1,1,1,0.75,1.0,0,1
0,0.4761904761904763,1.0,0.41649899396378254,0.4,1,0,1,0.16666666666666666,0.25,1,0
0,0.523809523809524,1.0,0.7786720321931588,0.6000000000000001,2,1,0,0.3333333333333333,1.0,1,1
1,0.7619047619047622,0.6000000000000001,0.9195171026156939,0.8,2,0,0,1.0,0.5,1,0
0,0.523809523809524,0.4,0.17102615694164977,0.6000000000000001,2,0,0,0.0,0.25,0,1
0,0.4761904761904763,0.2,0.22736418511066397,0.6000000000000001,2,1,0,0.41666666666666663,0.25,1,0
0,0.7142857142857144,0.2,0.9436619718309858,1.0,2,1,0,0.3333333333333333,1.0,1,0
1,0.0,1.0,0.23340040241448684,0.2,1,1,1,0.3333333333333333,0.25,0,1
1,0.047619047619047575,1.0,0.5472837022132796,0.2,0,0,1,0.8333333333333333,0.75,1,1
0,0.4285714285714286,0.6000000000000001,0.5734406438631791,0.2,3,3,1,0.8333333333333333,0.0,1,1
0,0.523809523809524,0.2,0.36217303822937613,0.6000000000000001,2,0,0,1.0,0.0,0,0
0,0.0,1.0,0.07847082494969813,1.0,1,3,1,0.75,0.25,1,1
1,0.4285714285714286,1.0,0.5010060362173036,1.0,2,0,0,1.0,1.0,1,1
1,0.7619047619047622,0.4,0.5331991951710261,1.0,1,1,0,0.41666666666666663,0.0,0,0
0,0.047619047619047575,0.2,0.1649899396378269,0.8,1,1,0,0.41666666666666663,1.0,1,0
0,0.5714285714285714,1.0,0.5734406438631791,0.6000000000000001,0,3,1,0.08333333333333333,0.0,0,1
0,0.3333333333333334,0.6000000000000001,0.6780684104627767,0.8,3,0,0,0.08333333333333333,0.25,1,0
0,0.09523809523809526,1.0,0.7887323943661968,0.6000000000000001,2,1,1,0.5833333333333333,0.0,0,1
0,0.09523809523809526,1.0,0.7786720321931588,0.4,2,1,1,0.5,1.0,1,1
0,0.09523809523809526,1.0,0.5251509054325955,0.2,2,3,1,0.8333333333333333,0.75,0,1
0,0.523809523809524,0.4,0.8772635814889336,0.8,0,3,0,0.0,0.25,1,0
1,0.28571428571428575,0.2,0.3641851106639839,0.4,2,1,0,0.5833333333333333,0.0,1,0
1,0.7619047619047622,0.6000000000000001,0.01609657947686127,0.4,2,3,1,0.5,0.5,1,0
1,0.6190476190476191,0.4,0.6056338028169012,0.6000000000000001,1,1,0,0.16666666666666666,0.0,1,0
1,0.23809523809523808,0.4,0.7263581488933603,0.8,2,3,0,0.08333333333333333,0.75,0,0
0,0.3333333333333334,0.4,0.1931589537223341,0.2,0,3,1,0.9166666666666666,0.25,1,1
0,0.28571428571428575,0.8,0.7162977867203218,0.4,0,3,1,0.6666666666666666,1.0,0,1
0,0.3333333333333334,0.4,0.8772635814889336,0.4,0,1,0,0.6666666666666666,0.0,0,0
1,0.23809523809523808,0.6000000000000001,0.3943661971830986,0.2,0,0,0,0.5833333333333333,0.0,0,0
1,0.14285714285714293,1.0,0.36217303822937613,0.8,1,0,1,0.8333333333333333,0.0,1,1
1,0.1904761904761904,0.2,0.414486921529175,0.6000000000000001,0,1,1,0.5,0.0,1,0
1,0.7142857142857144,0.4,0.7223340040241447,0.8,3,1,1,0.0,0.25,0,0
1,0.28571428571428575,0.8,0.9074446680080479,0.4,2,3,1,0.41666666666666663,0.0,0,1
0,0.3333333333333334,0.8,0.7042253521126759,0.6000000000000001,2,0,0,0.16666666666666666,0.0,0,0
1,0.7142857142857144,0.6000000000000001,0.41649899396378254,0.6000000000000001,2,1,0,0.3333333333333333,0.0,1,0
1,0.4285714285714286,0.2,0.49094567404426537,0.2,2,1,1,1.0,0.0,0,0
0,0.6190476190476191,0.6000000000000001,0.9859154929577463,0.6000000000000001,3,0,0,1.0,0.25,0,0
0,0.047619047619047575,1.0,0.35211267605633795,1.0,3,0,1,0.5833333333333333,1.0,0,1
1,0.523809523809524,0.8,0.9175050301810863,0.6000000000000001,3,1,1,0.9166666666666666,0.75,1,1
1,0.23809523809523808,0.6000000000000001,0.9859154929577463,0.2,1,1,1,0.75,1.0,0,1
1,0.3333333333333334,0.2,0.5010060362173036,0.8,2,1,0,0.0,0.25,0,0
1,0.7619047619047622,0.6000000000000001,0.27967806841046267,0.4,0,1,1,0.3333333333333333,1.0,1,1
1,0.0,1.0,0.6680080482897383,0.2,3,3,1,1.0,1.0,0,1
1,0.523809523809524,0.4,0.2112676056338027,0.8,1,0,0,0.5,0.5,0,0
0,0.3333333333333334,0.6000000000000001,0.41649899396378254,0.2,2,0,1,0.9166666666666666,0.75,1,1
